Gene_Id,Chr,Start,End,ExonLength,P-Value,t,Corrected P-Value,log2TPMRatio
ENSG00000109390.7,chr4,140188033,140223704,1905,0.5581846494226572,127.0,0.0016596816679807383,-0.17382778866149803
ENSG00000164136.12,chr4,142557751,142655139,7860,0.03563609888416877,83.0,0.011830788197787054,-0.7349020002827606
ENSG00000153147.5,chr4,144434615,144478638,8385,0.08503753250299094,94.0,0.0001586967209621429,-0.6370059537902688
ENSG00000164167.5,chr4,147096836,147121151,2605,0.013140659179966747,72.0,0.0078799443222844,-1.0911548717000021
ENSG00000164168.3,chr4,148538533,148593194,4712,0.8362744674315843,151.0,8.520544096851463e-05,0.06201174577918862
ENSG00000164169.8,chr4,148558935,148605380,4019,0.0008347042748786486,242.0,0.001163550573035345,1.7075355742780827
ENSG00000171497.4,chr4,159630285,159644547,2509,0.35109267821637846,117.0,0.023803013641493845,-1.4694366566826802
ENSG00000109756.4,chr4,160025329,160281320,12005,0.030011201025596887,208.0,0.002299402096889579,0.8468192714152132
ENSG00000164104.7,chr4,174252845,174256275,2775,0.17917558119962895,105.0,0.028036318240594015,-0.31772718109657627
ENSG00000248980.1,chr4,177229418,177241608,610,0.17363271350194331,184.5,0.0007111962593542912,0.2878463303169904
ENSG00000129128.8,chr4,177241114,177253395,6831,0.005860562896855928,225.0,0.0037709941645867368,0.5743543027090345
ENSG00000129187.10,chr4,183811212,183839088,2254,0.0012050082239624452,50.0,0.025829686081049262,-2.4584727862662152
ENSG00000168310.6,chr4,185308866,185395733,2535,0.005860562896855928,64.0,0.04874718541937814,-1.2942406359404923
ENSG00000164305.13,chr4,185548849,185570662,2899,1.4255728073139468e-05,18.0,0.045249925175892,-2.286767245602287
ENSG00000109536.7,chr4,190861942,190884358,1707,0.6296571659649659,130.0,0.011830788197787054,-0.1152933223932682
ENSG00000171421.8,chr5,1798499,1801479,595,0.3346882139379429,116.0,0.0004617638183012953,-0.4609238746467773
ENSG00000145494.7,chr5,1801513,1816718,1451,0.0017208806941737002,53.0,0.0031055739727565462,-0.9838072301808009
ENSG00000133398.3,chr5,6371993,6378706,1880,1.666530291664848e-05,19.0,0.011830788197787054,-2.823711600866776
ENSG00000150753.7,chr5,10250032,10266523,5482,0.00019930052536334952,36.0,0.00010253073260665735,-1.4459548164294664
ENSG00000271980.1,chr5,10264708,10267257,2550,0.0008347042748786486,47.0,0.009855007869505154,-1.3147446692409124
ENSG00000112977.11,chr5,10679341,10761383,3361,0.6053984249544725,129.0,0.0012003165152022033,-0.634681920683208
ENSG00000224282.3,chr5,31822667,31823242,576,0.24120679183046245,179.0,0.004156963681709257,2.092173107939396
ENSG00000113384.9,chr5,32124809,32174455,2785,0.20237993719726088,107.0,0.00011419548039930917,-0.5892386777641537
ENSG00000056097.11,chr5,32354455,32444866,6792,8.417716157122861e-07,1.0,0.0007111962593542912,-1.9011901039992045
ENSG00000113387.7,chr5,32531738,32604184,8103,0.0003408076032308285,249.0,0.002299402096889579,1.0602346773406803
ENSG00000164190.12,chr5,36876860,37066514,12529,0.008852240768426571,68.0,0.021829773204183365,-1.4333336760550002
ENSG00000082074.11,chr5,39105337,39274629,5314,0.0001513837113659928,34.0,0.009855007869505154,-2.2474509558194655
ENSG00000269215.1,chr5,39105357,39107349,1993,0.027497206094166747,80.0,5.1478734601103516e-05,-1.4571086130628874
ENSG00000171522.5,chr5,40679599,40693836,3961,0.008852240768426571,68.0,2.2928628664720926e-05,-0.9064095562628093
ENSG00000172262.7,chr5,43065277,43192122,8416,0.0017222858797683106,53.0,2.2062025566606188e-05,-1.4595288670621087
ENSG00000261604.1,chr5,43287702,43290940,2497,0.10921165446623829,97.5,0.001083623352561901,-0.5942516004872668
ENSG00000112972.10,chr5,43289496,43313613,4702,0.0030550511519627723,58.0,0.016913321632920454,-0.646059876834644
ENSG00000164258.7,chr5,52856462,52979167,1174,0.0011332751955573466,239.5,0.03048384584716945,0.7898279708086636
ENSG00000178996.8,chr5,53813588,53842414,6652,0.3348359525493185,116.0,0.0005756303582187218,-0.3946019091362314
ENSG00000262211.1,chr5,55231970,55237554,797,0.2700115313558439,177.0,0.045249925175892,0.8699467258294802
ENSG00000095015.5,chr5,56111400,56191978,7716,2.6443751951656924e-05,22.0,0.016913321632920454,-1.2112726070750728
ENSG00000062194.11,chr5,56469774,56560505,6493,0.0015306708368003504,52.0,0.00014286855681024167,-1.0749030045818442
ENSG00000145632.10,chr5,57749808,57756086,4768,0.016665368553558987,74.5,0.004156963681709257,-1.4945295279508741
ENSG00000130449.5,chr5,60628099,60841996,5501,0.5352686001887101,163.0,0.006784290231668407,-0.16010458728134874
ENSG00000250461.1,chr5,60670938,60671681,744,0.270377764315757,112.0,0.002975248235535105,-0.7828478635307253
ENSG00000153914.11,chr5,65435798,65479442,18240,0.7565672012945115,135.0,0.0001586967209621429,-0.0650362841459297
ENSG00000145741.11,chr5,72794232,72801459,2467,1.039583522056031e-05,273.0,7.006319453643274e-05,0.9118064928871662
ENSG00000164331.5,chr5,72848159,72861510,2659,7.454005416596528e-05,29.0,0.0037709941645867368,-2.88981529622513
ENSG00000049860.9,chr5,73935847,74018471,5067,0.07898257926378298,196.0,0.029351042034912733,0.5508813026063237
ENSG00000164347.13,chr5,74017028,74063195,4197,0.12115137160356154,99.0,0.0016596816679807383,-0.6816949298201901
ENSG00000171643.9,chr5,76145825,76217474,1951,0.06289249742604815,90.0,8.520544096851463e-05,-1.0426775546102056
ENSG00000164253.8,chr5,76721794,76916435,6088,0.5128366746384507,164.0,0.0003358195108263401,0.3444842621750879
ENSG00000164329.9,chr5,78907942,78982470,5359,0.0038126956634328114,60.0,0.0006398703779599825,-0.7035512988559605
ENSG00000152422.11,chr5,82373316,82649605,2676,0.9587639025078832,142.5,0.0013352266187559923,-0.17343770960549545
ENSG00000038427.11,chr5,82767283,82878121,14831,7.054087623401141e-07,289.0,2.1962357372454963e-05,5.19413107337955
ENSG00000249835.2,chr5,82827170,82877138,877,6.917628724170302e-07,289.0,0.0005756303582187218,5.842393420549529
ENSG00000145715.10,chr5,86563704,86687747,5232,0.8904106127730106,140.0,0.008177112890737316,-0.0651695808762832
ENSG00000134480.9,chr5,86687310,86708835,4660,0.129641931500049,189.0,0.00014286855681024167,0.21086694115154297
ENSG00000245864.2,chr5,87972035,88018647,463,0.0035831356569149876,59.5,0.004156963681709257,-1.5955459625824702
ENSG00000081189.9,chr5,88013974,88199921,8515,0.015906788016650884,74.0,0.0008793450126391006,-0.7499804196823345
ENSG00000248323.1,chr5,90598845,90610218,2904,0.00038863449144938765,248.0,0.0012003165152022033,2.132852744425621
ENSG00000113369.4,chr5,90664540,90679175,4934,0.0034147911781178164,230.0,2.1962357372454963e-05,0.8935061929215233
ENSG00000175471.15,chr5,94039445,94620278,11619,0.008852240768426571,68.0,2.1962357372454963e-05,-1.0631390022029366
ENSG00000173221.9,chr5,95087022,95158708,6508,0.013140659179966747,217.0,0.023803013641493845,0.858624770879447
ENSG00000249180.1,chr5,96076782,96078401,565,0.769526785398978,135.5,0.007833254624141672,-0.7182581602445164
ENSG00000164307.8,chr5,96096520,96143802,7938,0.04961349439304574,87.0,0.028036318240594015,-0.7124919053307662
ENSG00000164308.12,chr5,96211642,96255419,7422,0.010808764903168162,70.0,0.0012003165152022033,-1.4570546717071062
ENSG00000238000.1,chr5,97549105,97549824,720,0.07898257926378298,196.0,0.00011419548039930917,0.4093826364156206
ENSG00000153922.6,chr5,98190907,98262239,8801,0.20251790805580394,107.0,0.007475798147847357,-0.1782008950878525
ENSG00000113532.8,chr5,100142638,100238969,7794,0.22800122547274193,180.0,0.016913321632920454,0.4860528514793834
ENSG00000198961.5,chr5,108670409,108745694,5101,0.9177005935174078,141.0,0.023803013641493845,0.01647893628675421
ENSG00000164211.8,chr5,110831730,110848287,5684,0.38918941278422226,119.0,0.0013352266187559923,-0.7353192704326866
ENSG00000129625.8,chr5,112212083,112258235,3854,0.16828318155453104,104.0,0.0200808411637153,-0.5558536212404721
ENSG00000250956.1,chr5,126515447,126515591,145,0.02996097547495804,81.0,0.028036318240594015,-1.0895022967171486
ENSG00000169567.7,chr5,130494719,130507427,1936,0.00243720373303326,233.0,0.0003358195108263401,0.6461063448942583
ENSG00000158985.9,chr5,130581185,130734139,6024,0.06289249742604815,199.0,0.016913321632920454,0.4715630072892597
ENSG00000234290.2,chr5,131804581,131808734,3730,0.8362744674315843,151.0,0.03302679419958408,0.03627601861398386
ENSG00000125347.9,chr5,131817300,131826489,7799,7.546596172309223e-06,14.0,0.00613039734796659,-3.2072070277920783
ENSG00000072364.8,chr5,132211070,132299325,11297,0.28563352706656997,113.0,0.025829686081049262,-0.5766825638917963
ENSG00000155329.7,chr5,132332676,132362295,2276,0.7305189305635289,155.0,0.003422249308995676,-0.07590357995171566
ENSG00000113583.6,chr5,133291200,133304477,2414,0.3014607391928351,114.0,0.04874718541937814,-0.4591337272857295
ENSG00000213585.6,chr5,133307605,133340823,3015,0.00019930052536334952,36.0,0.005588822598883487,-0.7440302975269183
ENSG00000272772.1,chr5,133502860,133561761,483,0.03563609888416877,206.0,0.0005756303582187218,0.27500992627165544
ENSG00000119048.3,chr5,133706869,133727682,1130,0.00019930052536334952,36.0,7.401407958423359e-05,-1.01531768968924
ENSG00000247627.2,chr5,134262349,134263725,1377,0.270377764315757,177.0,0.0007111962593542912,0.049418860807671855
ENSG00000177733.4,chr5,137087074,137090038,2965,0.9725213720865156,146.0,0.0007111962593542912,-0.017824758318928
ENSG00000249971.1,chr5,137682715,137685329,411,0.001147442312706486,50.0,0.04874718541937814,-1.1098175620426778
ENSG00000113013.8,chr5,137890570,137911132,4600,0.000944426916857791,48.0,0.005071281528041367,-1.7019867761586898
ENSG00000044115.16,chr5,137946655,138270722,6613,0.06792452638048044,91.0,0.0037709941645867368,-0.5473675587773046
ENSG00000272742.1,chr5,138700365,138705405,664,9.93724325683474e-05,31.0,0.0003735845523237869,-0.8300131170648968
ENSG00000184584.8,chr5,138855118,138862519,3850,0.4693510742376329,166.0,0.003009036115684222,0.2507082076826531
ENSG00000250069.1,chr5,139579747,139582771,3025,0.0010664404350289147,49.0,2.2062025566606188e-05,-2.709626975322364
ENSG00000113070.6,chr5,139712427,139726215,3018,0.013140659179966747,217.0,0.002542772180675155,1.0260888602785527
ENSG00000131503.16,chr5,139781398,139929162,11750,0.00011447044428680526,32.0,0.0001631306501633867,-1.7854031303230626
ENSG00000213523.5,chr5,139916924,139937894,3454,0.00026120660215923273,251.0,0.005588822598883487,0.8917461263777771
ENSG00000243056.1,chr5,139927250,139929162,691,0.2700115313558439,112.0,0.0005182526877849695,-0.3659697750666862
ENSG00000176087.10,chr5,139944040,139948687,4023,0.027497206094166747,80.0,0.00041794081113741033,-1.1163770024616055
ENSG00000113141.11,chr5,140026642,140042063,4096,1.218068041403143e-05,17.0,0.0028118080741706096,-1.4845140638935121
ENSG00000264052.1,chr5,140027428,140027510,83,3.0773254749889e-05,23.0,0.01425555634319789,-1.702881147403142
ENSG00000120314.14,chr5,140044260,140053708,7675,8.417716157122861e-07,1.0,0.023803013641493845,-2.449213735115712
ENSG00000146007.6,chr5,140078264,140086247,1799,0.0012050082239624452,50.0,0.0004617638183012953,-2.7267566836968133
ENSG00000178913.5,chr5,140698056,140700329,2274,0.0034147911781178164,59.0,0.0004617638183012953,-1.7178688635746018
ENSG00000255729.1,chr5,140699660,140700338,559,0.0003156545264193834,39.5,0.0008793450126391006,-1.4025601777197936
ENSG00000171720.5,chr5,141000442,141016436,4631,0.004724623394734445,62.0,0.045249925175892,-1.689122058446012
ENSG00000081791.4,chr5,141303372,141321611,6047,5.580219048951719e-05,27.0,3.6448720116933464e-05,-1.7897185783988174
ENSG00000013561.13,chr5,141337892,141369855,4204,0.037160813439791836,83.5,0.0418158112378125,-1.0097973711592532
ENSG00000113552.11,chr5,141371313,141392605,3961,0.00015067954342133595,34.0,9.278518298964171e-05,-3.23905129704071
ENSG00000145819.11,chr5,142149948,142608575,12527,0.0003408076032308285,249.0,0.00017559302433546752,2.22571608887263
ENSG00000230789.1,chr5,142572064,142573730,388,0.7562062250618082,154.0,2.2062025566606188e-05,0.7272960238882843
ENSG00000113580.10,chr5,142657495,142815076,7888,1.4255728073139468e-05,18.0,0.0031055739727565462,-1.4115504414037998
ENSG00000145817.12,chr5,143537722,143550277,3701,0.5466365156139188,126.5,0.016839138959820185,-0.5443569330879272
ENSG00000091009.6,chr5,145583112,145718813,6900,0.0010673839229606475,49.0,0.007475798147847357,-2.4738388269850438
ENSG00000113649.7,chr5,145826873,145891523,8714,0.008852240768426571,68.0,0.0010319389345028328,-0.6904329828007959
ENSG00000113712.12,chr5,148871759,148931006,7606,0.010808764903168162,219.0,0.015530753765628158,0.7556943440742645
ENSG00000230551.3,chr5,148872948,148884232,9564,0.0015306708368003504,237.0,0.009855007869505154,0.9144538741102706
ENSG00000182578.9,chr5,149432853,149492934,5034,7.054087623401141e-07,0.0,0.00027568302628420684,-4.245182427551927
ENSG00000019582.10,chr5,149781199,149792491,2992,3.0773254749889e-05,23.0,0.0005756303582187218,-0.9812640964693872
ENSG00000164587.7,chr5,149822752,149829318,4544,0.7305189305635289,155.0,0.001083623352561901,-0.090002464034047
ENSG00000132912.8,chr5,150088001,150138670,5680,0.7305189305635289,134.0,0.00010253073260665735,-0.7271868740456147
ENSG00000269636.1,chr5,150157866,150176296,1974,0.2549630126555361,178.0,0.0028118080741706096,0.42925655249004835
ENSG00000211445.7,chr5,150400123,150408553,2178,0.003390281373171455,59.0,0.016913321632920454,-1.2297352147431884
ENSG00000145901.10,chr5,150409505,150473137,5545,0.00011447044428680526,32.0,0.0200808411637153,-1.943310614171375
ENSG00000198624.8,chr5,150560612,150603705,4993,8.862426761238416e-06,15.0,0.0037709941645867368,-2.5900809399665126
ENSG00000196743.4,chr5,150591710,150650000,4479,0.7828950572330956,153.0,2.1962357372454963e-05,0.3763640497443418
ENSG00000155506.12,chr5,154092461,154197166,8263,0.008852240768426571,68.0,0.00017559302433546752,-0.8616150177606007
ENSG00000135077.4,chr5,156512842,156569879,3804,0.16828318155453104,185.0,0.028036318240594015,0.6378812444086366
ENSG00000113282.9,chr5,157212750,157286182,6368,0.005860562896855928,64.0,0.007475798147847357,-0.6759619856382304
ENSG00000145860.7,chr5,158584416,158637060,4407,0.20251790805580394,182.0,0.0004617638183012953,0.5216584829072758
ENSG00000164332.6,chr5,158690088,158713043,2672,0.031327700082735374,81.5,7.98306752337573e-05,-0.7121151509258801
ENSG00000164609.5,chr5,159828647,159848717,4952,0.0015306708368003504,52.0,0.008982869315972478,-1.3371076662968724
ENSG00000113328.14,chr5,162864574,162873156,3096,0.0003408076032308285,40.0,0.016913321632920454,-1.1269627807274074
ENSG00000234511.4,chr5,169659450,169679578,3089,0.013140659179966747,72.0,0.011830788197787054,-0.8426119776972919
ENSG00000120129.5,chr5,172195092,172198197,2019,0.002730200672752527,232.0,0.0037709941645867368,0.3908115157339054
ENSG00000113719.11,chr5,172261277,172379687,13010,0.00011447044428680526,32.0,0.001083623352561901,-1.6032467931768073
ENSG00000113732.4,chr5,172410759,172462447,1623,0.6793704322713003,157.0,0.0045815877480381295,-0.02634683893780722
ENSG00000113734.13,chr5,172571444,172591389,2440,0.38918941278422226,119.0,4.654883865949426e-05,-0.08749226475601457
ENSG00000113742.8,chr5,173315282,173388978,10233,0.28563352706656997,176.0,3.281965691616008e-05,0.6158871693313166
ENSG00000122203.10,chr5,175773063,175788970,3185,0.0006914498695004879,45.5,0.018426120277303736,-3.5238295012873464
ENSG00000146066.2,chr5,175815747,175816771,668,0.5128366746384507,125.0,9.278518298964171e-05,0.018512547268398863
ENSG00000113194.8,chr5,175874628,175937074,5954,0.0005031711810068999,43.0,0.023803013641493845,-1.8115714977618185
ENSG00000160883.6,chr5,176307869,176326332,3290,1.1945585944648459e-06,3.0,0.006784290231668407,-7.327342574985612
ENSG00000169228.9,chr5,176728198,176730744,2065,0.0010636133039001719,49.0,2.2062025566606188e-05,-3.4776701261105307
ENSG00000213347.6,chr5,176728461,176739757,5154,0.00029853162333987797,39.0,0.00613039734796659,-2.907686281180558
ENSG00000169230.5,chr5,176730774,176733959,1600,0.02006575612235621,76.5,0.0004617638183012953,-1.0815582582787748
ENSG00000183258.7,chr5,176938577,176944469,4536,0.006507707805133033,65.0,0.00197150334641227,-1.538437118033651
ENSG00000145912.4,chr5,177576460,177580967,1510,0.0017222858797683106,53.0,0.0014901322294417212,-1.5832633980337967
ENSG00000113240.8,chr5,178029664,178057615,7883,0.07328307936662666,92.0,2.4850032823867354e-05,-0.6060394787851509
ENSG00000176783.10,chr5,178977558,179037026,5766,0.0003882347694795508,41.0,0.0028118080741706096,-1.3146416010903992
ENSG00000169045.13,chr5,179041178,179061784,9480,0.6296571659649659,159.0,0.0009773381797273776,-0.05223072751975719
ENSG00000127022.10,chr5,179105628,179157925,5293,0.20251790805580394,107.0,0.0345270929716656,-0.12864717386801572
ENSG00000161011.15,chr5,179233387,179265077,7664,0.001358866830603586,51.0,8.520544096851463e-05,-1.286152735918671
ENSG00000204628.7,chr5,180663908,180675095,4418,0.00243720373303326,233.0,0.013001402458230895,0.32460346495036074
ENSG00000112679.10,chr6,291629,351354,4255,0.19058373802844075,106.0,2.1962357372454963e-05,-0.4825034396767415
ENSG00000021355.8,chr6,2832565,2842239,3226,4.816923392567805e-05,263.0,0.011830788197787054,1.5144993272334726
ENSG00000230438.5,chr6,2854895,2881640,1455,0.0020792446312586045,234.0,0.004156963681709257,6.261445449368375
ENSG00000124588.15,chr6,2988220,3019995,1911,0.030011201025596887,81.0,0.0012003165152022033,-1.3317074704428458
ENSG00000112739.12,chr6,4021500,4065216,8016,0.4909046772325092,124.0,0.003422249308995676,-0.2894709806866198
ENSG00000198721.8,chr6,4115922,4135830,4579,0.4789527348455881,123.5,0.009855007869505154,-1.0943005230826939
ENSG00000112799.4,chr6,6588340,6655215,1254,7.054087623401141e-07,289.0,8.520544096851463e-05,2.48380094979205
ENSG00000124783.8,chr6,7268538,7347678,11356,0.9725234705442696,146.0,0.005588822598883487,-0.20582169768241124
ENSG00000265818.1,chr6,8015958,8102762,768,0.5127078218936275,164.0,0.00024368274392717608,0.0941335859126155
ENSG00000124802.7,chr6,8073592,8102810,2107,0.3890444524574723,170.0,0.004911209696745756,0.38748938912615727
ENSG00000137210.9,chr6,10747991,10852985,4609,0.9725234705442696,143.0,0.04874718541937814,0.09124619585276661
ENSG00000112137.12,chr6,12717892,13288644,8489,0.06289249742604815,199.0,2.1962357372454963e-05,0.4291507112659423
ENSG00000124766.4,chr6,21593971,21598846,4876,0.002173250199988411,234.0,0.0003358195108263401,0.9012523873384158
ENSG00000112308.8,chr6,24705088,24721063,4134,0.004737371750160917,62.0,0.0005182526877849695,-1.125461644580718
ENSG00000111913.11,chr6,24797600,25042237,7292,1.6874481024034055e-06,5.0,0.0006398703779599825,-2.0458224892660257
ENSG00000263391.1,chr6,24840194,24840292,99,0.002166449212626507,55.0,0.009855007869505154,-1.7613628011828526
ENSG00000112343.8,chr6,25963029,25987383,5345,1.9460018313221023e-05,20.0,0.00613039734796659,-1.5963330709384378
ENSG00000197061.3,chr6,26104103,26104517,415,0.004737371750160917,62.0,0.015530753765628158,-1.0487747793945141
ENSG00000186470.9,chr6,26365386,26378545,6748,0.002730200672752527,57.0,0.005071281528041367,-0.8599416265768111
ENSG00000182952.4,chr6,26538632,26546481,1274,2.992324163622269e-05,23.0,0.009855007869505154,-1.9467841966713173
ENSG00000197903.6,chr6,27106072,27114618,820,0.004252291661538168,61.0,2.999261205766053e-05,-1.691267786242079
ENSG00000196812.4,chr6,28092337,28097859,1328,0.03245435902786661,82.0,0.005071281528041367,-1.6701551414108988
ENSG00000204642.9,chr6,29690551,29706304,3290,1.4255728073139468e-05,18.0,0.00012750709739411346,-1.7660325665195415
ENSG00000225864.1,chr6,29690757,29691747,991,1.039583522056031e-05,16.0,0.0031055739727565462,-2.9964037896172573
ENSG00000227766.1,chr6,29909851,29910843,993,3.313691747568205e-05,23.5,0.008177112890737316,-4.339407436736932
ENSG00000204592.5,chr6,30457243,30461981,2975,7.054087623401141e-07,0.0,0.009855007869505154,-4.522163808369222
ENSG00000204525.10,chr6,31236525,31239906,2507,0.0015306708368003504,52.0,4.1105696714968325e-05,-2.2488879047223778
ENSG00000234745.5,chr6,31321648,31324964,3012,0.0005036704754827805,43.0,0.00613039734796659,-1.3183064905973856
ENSG00000254870.1,chr6,31497995,31514384,2372,0.4694868880489569,123.0,0.0012003165152022033,-0.10245462268401594
ENSG00000204482.6,chr6,31553900,31556685,2281,2.3728203223353965e-06,7.0,0.00012750709739411346,-1.4721975834198733
ENSG00000204472.8,chr6,31582960,31584797,1276,0.03877073678127161,84.0,0.00017559302433546752,-0.22769980857829564
ENSG00000204435.9,chr6,31633012,31638119,2933,0.5352686001887101,163.0,0.008982869315972478,0.3094668437378589
ENSG00000213719.4,chr6,31698357,31707539,1942,0.270377764315757,112.0,0.00010253073260665735,-0.09049016782778993
ENSG00000213676.6,chr6,32065952,32096029,3660,0.00022829179873788826,37.0,8.520544096851463e-05,-1.4210862152374228
ENSG00000204287.9,chr6,32407618,32412822,1280,1.218068041403143e-05,272.0,0.0012003165152022033,1.431331212441425
ENSG00000198502.5,chr6,32485119,32498063,1260,0.4694868880489569,123.0,0.0001879244011854389,-0.16033932238198723
ENSG00000196126.6,chr6,32546545,32557624,1229,0.5128366746384507,125.0,2.1962357372454963e-05,-0.43883873421584
ENSG00000196735.7,chr6,32595955,32614838,6927,0.07898257926378298,196.0,0.0037709941645867368,1.068379397168215
ENSG00000179344.12,chr6,32627243,32636159,4840,0.7828950572330956,136.0,0.0014901322294417212,-0.2747862938758285
ENSG00000241287.1,chr6,32627662,32630226,309,0.6295524561394332,159.0,3.6448720116933464e-05,0.2923756786268975
ENSG00000204257.10,chr6,32916389,32936870,2356,1.218068041403143e-05,272.0,0.0007938872971102425,1.5977720628487755
ENSG00000231389.3,chr6,33032345,33048551,5748,1.6874481024034055e-06,5.0,9.278518298964171e-05,-0.7346621732388707
ENSG00000124614.9,chr6,34385230,34393901,1637,0.05817269785996583,200.0,0.00011419548039930917,0.11050850233986581
ENSG00000196821.5,chr6,34555064,34664635,4551,0.002173250199988411,55.0,2.2062025566606188e-05,-2.4789559017443974
ENSG00000124562.5,chr6,34725182,34741570,1277,0.0038126956634328114,60.0,7.401407958423359e-05,-1.1449271403038372
ENSG00000064995.12,chr6,34845554,34855865,1580,0.9862586483160646,145.5,7.98306752337573e-05,0.16449957633400647
ENSG00000198755.6,chr6,35436184,35438561,1501,0.007998053620626356,222.0,9.278518298964171e-05,0.4432416684249502
ENSG00000112078.9,chr6,36410543,36458919,5619,0.7305189305635289,134.0,2.999261205766053e-05,-0.21017237940918285
ENSG00000112079.8,chr6,36461668,36515246,3576,0.00017379536025642983,35.0,0.0018585858808977613,-2.1798049998103717
ENSG00000112081.12,chr6,36562144,36573376,5283,0.14800104348373633,187.0,7.98306752337573e-05,0.15839016548515156
ENSG00000137409.14,chr6,36935916,36954073,3126,0.4182363171436194,120.5,0.003422249308995676,0.014978326838165948
ENSG00000146192.10,chr6,36973421,36996845,10167,3.92276040835382e-06,10.0,0.0005756303582187218,-2.2698224859615848
ENSG00000180211.5,chr6,39926152,39926571,420,0.0038126956634328114,229.0,0.005071281528041367,0.6580265371327201
ENSG00000124731.8,chr6,41235663,41254456,4329,1.0033437419569623e-06,287.0,0.008177112890737316,2.742883528282068
ENSG00000214736.3,chr6,41755399,41757635,637,0.9450795155118642,142.0,0.015530753765628158,0.06957936012191374
ENSG00000024048.6,chr6,42531799,42661241,8898,0.00038863449144938765,41.0,0.0006398703779599825,-1.280086834881143
ENSG00000124733.3,chr6,42979831,42981705,1089,0.0005036704754827805,43.0,2.1962357372454963e-05,-1.5803119644505932
ENSG00000137207.7,chr6,43479564,43484727,2939,8.862426761238416e-06,15.0,5.155151709448548e-05,-2.082296652454849
ENSG00000271754.1,chr6,43486917,43487461,545,0.00034272654190749236,41.0,0.009855007869505154,-3.956732329809737
ENSG00000124688.9,chr6,43597276,43608688,1880,0.0013577124048567704,51.0,0.002542772180675155,-1.293335954622315
ENSG00000172426.11,chr6,43612782,43640335,2631,0.007218431095100635,223.0,0.008177112890737316,1.2926974357810872
ENSG00000096080.7,chr6,43639039,43655527,1284,0.005272007491824873,226.0,2.2928628664720926e-05,1.0810033677990247
ENSG00000157593.12,chr6,44221832,44225290,2053,0.5352686001887101,126.0,0.0012003165152022033,-0.9960173988309734
ENSG00000265700.1,chr6,44221942,44222021,80,0.8360272962996598,151.0,9.278518298964171e-05,-0.21298378869561493
ENSG00000146232.10,chr6,44225902,44233499,2556,0.5352686001887101,163.0,0.0014901322294417212,1.1298974782817996
ENSG00000096401.7,chr6,44355261,44418162,6423,0.001358866830603586,51.0,0.013001402458230895,-0.9580803754048272
ENSG00000012660.9,chr6,53132195,53213946,4030,0.8362744674315843,151.0,7.98306752337573e-05,0.28189374210600204
ENSG00000112245.6,chr6,64231665,64293491,5796,0.8904189322440568,140.0,0.001088978375280039,-0.27386156301548686
ENSG00000168216.6,chr6,70385693,70507002,2402,0.0010673839229606475,49.0,0.003422249308995676,-1.0080131764546294
ENSG00000112305.10,chr6,71377478,71571717,4343,0.3705028575983408,171.0,0.01425555634319789,0.1723407408326043
ENSG00000112309.6,chr6,71566381,71666740,6565,0.4800971280972425,165.5,0.010797723070452797,0.045254292739943996
ENSG00000119899.11,chr6,74303101,74363877,3604,1.0,144.0,2.1962357372454963e-05,-0.30119451790725515
ENSG00000112695.7,chr6,75947390,75960038,1922,0.002173250199988411,234.0,9.278518298964171e-05,0.5650090139018786
ENSG00000112773.11,chr6,82201155,82462490,6053,0.6793704322713003,157.0,0.003422249308995676,0.28269668782364293
ENSG00000271793.1,chr6,86267695,86324951,835,8.58623161985481e-06,15.0,0.0028118080741706096,-2.891597770755456
ENSG00000213204.4,chr6,88117729,88221351,3530,0.00034045063962856177,40.0,0.00024368274392717608,-2.350224844844878
ENSG00000146282.13,chr6,88224095,88299720,2545,0.00017379536025642983,35.0,0.005071281528041367,-1.026599434548556
ENSG00000135336.10,chr6,88299838,88377168,3280,0.010228547703843141,69.5,0.0005756303582187218,-1.809398044528486
ENSG00000135334.8,chr6,88384789,88411926,1999,0.16828318155453104,185.0,0.0003735845523237869,0.7385238559520376
ENSG00000223001.1,chr6,89773218,89773408,191,7.546596172309223e-06,275.0,0.0008793450126391006,2.94026847513289
ENSG00000198833.6,chr6,90036343,90062566,4290,0.00026120660215923273,38.0,0.015530753765628158,-0.9695888026281527
ENSG00000083099.6,chr6,90277862,90348471,8679,0.1578955514932796,186.0,0.00010253073260665735,0.2978637596436476
ENSG00000014123.9,chr6,96969470,97003151,4539,0.0015306708368003504,52.0,7.98306752337573e-05,-2.3541728058895988
ENSG00000132424.10,chr6,99845926,99873206,10870,0.06289249742604815,90.0,3.6448720116933464e-05,-0.5202692884856173
ENSG00000112237.8,chr6,99990255,100016848,5624,0.5463604732541267,126.5,0.001083623352561901,0.021740323307049288
ENSG00000057657.10,chr6,106534194,106557813,6369,1.6843760410602756e-06,284.0,0.0008793450126391006,4.326152073599111
ENSG00000057663.8,chr6,106632350,106773665,3924,0.0537510026479711,88.0,0.0006398703779599825,-1.5051275203007326
ENSG00000025796.9,chr6,108188959,108279392,8262,0.01917248475522309,76.0,0.01924958734203989,-1.4171380749678943
ENSG00000112335.10,chr6,108532425,108582463,1755,0.8094739516199263,137.0,7.401407958423359e-05,0.05995274405167107
ENSG00000118689.10,chr6,108881037,109005976,7721,0.07898257926378298,93.0,0.0031055739727565462,-0.5906740066020553
